,link,moviename,vote_average,vote_count,img,director,scriptwriter,actors,place,language,secName,types,long,years,overview
2626,https://movie.douban.com/subject/30259935/,怪异城市 Weird City,7.0,2661.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2547960384.jpg,艾米·海克林,查理·桑德斯,安东尼·霍利迪, 美国, 英语, 怪异都市,"['喜剧', '科幻']", 24分钟,2019.0,YouTube预订新剧《怪异城市》(Weird City，暂译)。乔丹·皮尔、查理·桑德斯(《基和皮尔》)担任编剧兼监制，乔丹·皮尔的制片公司MonkeyPaw负责制作。新剧融合科幻、喜剧元素，共6集，每集半小时。故事背景设置在不远未来，每集探讨一个与目前生活息息相关的问题。该剧将于明年登陆YouTube Premium。
2627,https://movie.douban.com/subject/3036460/,母亲 마더,8.3,70248.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1518748581.jpg,奉俊昊,奉俊昊,金惠子, 韩国, 韩语, 骨肉同谋(港) / 非常母亲(台) / Madeo / Mother,"['剧情', '悬疑', '惊悚', '犯罪']",128,2009.0,因为儿子尹泰宇（元斌 饰）是智障，所以母亲（金惠子 饰）总是担心他受伤。一天，泰宇被一辆奔驰车撞倒，朋友镇泰（秦久 饰）带他去高尔夫球场找打球的教授报仇，结果被带回了警局。因为镇泰踢坏了后视镜，教授向他们索赔，泰宇被当成了挡箭牌。 从警局出来后，在家吃过晚饭，泰宇去找镇泰喝酒，但此时镇泰趁着夜色回到球场找出了白天扔进湖中的球杆。泰宇酒后尾随一个名叫文雅中的女学生，结果第二天雅中的尸体就出现在屋顶。泰宇被当做唯一的嫌疑人带回了警局，接着在警察的威胁下画押认罪。得知儿子入狱，心急如焚的母亲委托著名律师为他翻案。但是，泰宇的病影响了他的记忆，母亲在替儿申冤的道路上步履蹒跚……
2629,https://movie.douban.com/subject/25829168/,苹果核战记：阿尔法 Appleseed Alpha,6.7,5240.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2191884793.jpg,荒牧伸志,玛丽安·克罗奇克,小松由佳 , 日本 / 美国, 英语, アップルシード アルファ,"['动作', '科幻', '动画']",93,2014.0,在并不遥远的未来，愚蠢的人类发动大规模战争，将赖以生存的世界变成废墟。昔日的国际大都会纽约，破破烂烂的街上走来了杜南·纳兹（Luci Christian 配音）及其半机械人男友布里艾诺斯（David Matranga 配音），他们刚刚搞砸贪婪大佬双角（Wendel Calvert 配音），无奈只得再度延后前往奥林帕斯的日期。双角承诺交给二人最后一次任务，谁知杜南他们却意外救下了被鸵鸟人战斗机器追杀的艾瑞丝（Brina Palencia 配音） 和 奥尔森（Adam Gibbs 配音）。后者来自奥林帕斯，此行他们肩负了关系全人类命运的绝密使命。谁知战争狂人塔洛斯（Josh Sheltz 配音）带着手下精兵悍将尾随而至，企图掌握艾瑞丝她们的秘密。杜南、布里乃至双角都被卷入这场难以预料的战斗中去……
2630,https://movie.douban.com/subject/26915507/,柑橘味香气 Citrus,7.6,7343.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2518012513.jpg,高桥丈夫,久弥直树,竹达彩奈, 日本, 日语, citrus～柑橘味香气～,"['爱情', '动画', '同性']", 24分钟,2018.0,蓝原柚子（竹达彩奈 配音）是一名高中一年级的女生，外表看上去非常时尚的她，实际上却是一个内心里意外的天真，一点恋爱经验都没有的纯情女孩。由于家庭的原因，柚子进入了一所女子高中就读，这让柚子的心里非常不满，因为在这里，她能交到男朋友的概率简直微乎其微。
2631,https://movie.douban.com/subject/30354543/,虹桥旅馆 The Rainbow Bridge Motel,5.4,82.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2537332646.jpg,Scott Rubin,Scott Rubin,威尔森·杰梅因·贺雷迪亚, 美国, 英语, 彩虹桥车旅,"['喜剧', '同性']",90,2018.0,"After reserving their dream wedding package at Niagara Falls, Dean and Darren learn they've booked themselves in a run-down motor lodge sandwiched between two chemical plants run by some guy named Shibbawitz and a Burmese refugee family."
2633,https://movie.douban.com/subject/26882339/,一拳超人 第二季 ワンパンマン 2期,7.8,32125.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2549894230.jpg,樱井亲良,ONE,古川慎, 日本, 日语, 一击男 第二季 / One Punch Man 2,"['剧情', '动作', '动画']", 24分钟,2019.0,因兴趣而开始做英雄的男人，埼玉。他通过3年的特训获得了无敌的力量，成为仅凭一击就能打倒任何敌人的英雄。他和偶然成为自己弟子的杰诺斯一起，开始在英雄协会正式展开英雄活动。在怪人发生率异常上升的同时，英雄协会想到大预言家皱巴巴婆婆留下的“地球完蛋了”的灾害的可能性，并准备开始研究对策。此时，对怪人感到憧憬的饿狼出现了。
2638,https://movie.douban.com/subject/2215609/,歌舞青春3：毕业季 High School Musical 3: Senior Year,7.4,63676.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p585329608.jpg,肯尼·奥特加,Peter Barsocchini,扎克·埃夫隆, 美国, 英语, 歌舞青春3：毕业年 / 歌舞青春3：毕业嘉年华,"['剧情', '喜剧', '家庭']",112,2008.0,三年的时间匆匆一过，经历了风风雨雨的特洛伊（扎克·埃夫隆 Zac Efron饰）和女友盖比瑞拉（瓦妮莎·哈金斯 Vanessa Hudgens饰）即将迎来毕业，面临着各奔东西的局面。虽然两人非常希望能够继续在一间大学就读，延续彼此的感情，可惜无论是家人还是自己的志向，让两人产生分歧颇大，免不了争吵。但两人还是决定和野猫队的其他同伴们一起举办一场音乐剧，以此来怀念那些高中的美好时光，并憧憬美好的未来。盖比瑞拉接到的斯坦福大学的荣誉课程通知书，课程的日子正好与毕业舞会的日期相冲突，面对选择，她不知道自己到底该何去何从。特洛伊知道后，虽不愿分离却仍然劝说盖比瑞拉不要放弃这个机会，不要埋没自己的人生。最终盖比瑞拉最终决定离开，而且也没有在毕业舞会的前夕赶回来……
2640,https://movie.douban.com/subject/27168417/,地质灾难 Geo-Disaster,3.3,925.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2503099447.jpg,Thunder Levin,Thunder Levin,Matthew Pohlkamp, 美国, 英语, 氣候戰(台),"['剧情', '动作', '科幻']",87,2017.0,洛杉矶的一个家庭在历史上最大的灾难的汇合中分开了：一个超级火山、一次特大地震和一次大规模龙卷风。当世界经受住这场几乎世界末日的事件时，我们的英雄们必须坚持自己的技能和智慧来团结和生存下去。
2643,https://movie.douban.com/subject/26605967/,狼少女与黑王子 オオカミ少女と黒王子,6.3,19230.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2321440840.jpg,广木隆一,八田鮎子,二阶堂富美, 日本, 日语, Wolf Girl and Black Prince,['爱情'],116,2016.0,平凡女孩筱原绘里香（二阶堂富美 饰）在升入高中后，经常与时尚的朋友们凑到一起聊些关于男朋友的话题。虽然夸夸其谈，但是绘里香却从来没交过男友。为了圆谎，她只得拜托好友三田亚由美（门胁麦 饰）帮忙。为了打消朋友们的疑虑，绘里香在大街上偷拍了某位帅哥的照片，并谎称是自己的男友。意想不到的是，这个帅哥居然正是绘里香所在学校的头号帅哥佐田恭也（山崎贤人 饰）！为了将谎继续编下去，她只能哀求恭也假扮男友。幸运的是恭也居然一口答应了，然而看似温柔阳光的恭也，实则是个促狭腹黑的大男孩。他提议让绘里香变成他的忠犬，以作为假冒男友的报酬。已是骑虎难下的女孩，只能违心地向恭也摇尾乞怜……
2644,https://movie.douban.com/subject/10558406/,古畑任三郎 最后之舞 古畑任三郎ファイナル ラスト・ダンス,9.1,2920.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2155138955.jpg,松田秀知,三谷幸喜,田村正和, 日本, 日语, 古畑任三郎完结篇之最后的舞蹈 / Furuhata Ninzaburo Final: Last Dance,"['悬疑', '犯罪']",100,2006.0,“加贺美京子”是活跃在影视界的双胞胎姐妹花大野红叶（松岛菜菜子 饰）和大野枫（松岛菜菜子 饰）作为编剧所共用的笔名，姐姐红叶内向沉稳，善写对白，妹妹枫外向干练，精于构思，多年来姐妹俩互帮互助，合作无间，最新根据古畑任三郎（田村正和 饰）取材的剧集《鬼警部古驱三四郎》也大受好评。可是红叶疲惫之极，打算和妹妹分道扬镳，撰写自己喜欢的剧本。多年来的积怨，终于促使她向强势的妹妹举起手枪，并与之互换身份，伪装成“红叶”自杀的假想。此前借刑事剧的关系，单身的古畑似乎和枫产生些许的暧昧与好感，而今他却必须面对这一充满悲剧气息的双胞胎谋杀案……
2647,https://movie.douban.com/subject/30304080/,神的测验5 신의 퀴즈 시즌5,8.4,2660.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2537024560.jpg,金钟赫,姜恩善,柳德焕, 韩国, 韩语, 神的测验：重启(台) / 신의 퀴즈 : 리부트 / Quiz Of God : Reboot,"['剧情', '悬疑', '犯罪']", 60分钟,2018.0,柳德焕在剧中饰演韩国大学特聘法医韩振宇，按照剧情设定，第四季结束后韩振宇将在京畿道附近的深山中过着隐居生活，在该系列中，案件乍看起来都是完美的自然死亡或事故死亡，但唯有法医韩振宇火眼金睛，能从谜一般的杀人案中寻到线索，拨开层层迷雾，找到案件的真相。
2648,https://movie.douban.com/subject/2333710/,悸动青春 スキトモ,5.9,1682.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1026767734.jpg,三原光寻,金杉弘子,斋藤工, 日本, 日语, 爱恋 / 亲密伙伴,"['剧情', '同性']",70,2006.0,苍井智和（斋藤工 饰）和齐藤芳树（相叶弘树 饰）是从小就相识的青梅竹马，两人先后考入了同一所大学，感情一直十分要好。然而，智和并不知道，芳树在内心里一直对他怀有着超越了友谊的情感，在智和的眼中，芳树是如同家人一般的存在。
2650,https://movie.douban.com/subject/26704623/,天赐之女 The Girl with All the Gifts,6.9,10482.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2364765939.jpg,柯尔姆·麦卡锡,麦克·凯里,杰玛·阿特登, 英国 / 美国, 英语, 创世魔劫(港) / 带来末日的女孩(台) / She Who Brings Gifts,"['剧情', '惊悚', '恐怖']",111,2016.0,未来世界，人类突然变异，类似行尸走肉，一名科学家和一位教师踏上逃亡之路，他们身边有一个叫Melanie的小女孩，似乎拥有某种特殊而残忍的技能。
2654,https://movie.douban.com/subject/1304602/,最终幻想：灵魂深处 Final Fantasy: The Spirits Within,6.9,12639.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p454093866.jpg,坂口博信,坂口博信,温明娜, 美国 / 日本, 英语, 太空战士之灭绝光年(港) / 公主蒙难记(台) / 终极幻想 / 太空战士,"['动作', '科幻', '动画', '惊悚', '奇幻', '冒险']",106,2001.0,本片是以电视游戏《最终幻想》作为基础的原创CG动画电影。
2655,https://movie.douban.com/subject/26757945/,一天 하루,7.2,9715.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2464734582.jpg,赵善浩,赵善浩,金明民, 韩国, 韩语, One Day / A Day,"['剧情', '悬疑', '惊悚']",90,2017.0,因事故而痛失女儿的父亲将这“一天”不断重复，只为能挽救女儿。一天之中有哪些秘密尚待揭开，寻踪觅迹的故事尽在影片《一天》。
2656,https://movie.douban.com/subject/1308657/,鬼婆,8.1,3737.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2205524893.jpg,新藤兼人,新藤兼人,乙羽信子, 日本, 日语, Devil Woman / Onibaba,"['剧情', '恐怖']",103,1964.0,日本南北朝时期，战乱不断，人民流离失所。一对婆媳生活在野草丛生的平原中，干着捕杀掉队士兵并剥掉铠甲换取食物的营生。
2657,https://movie.douban.com/subject/3718269/,暴力街区 Brick Mansions,7.0,68689.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2192302960.jpg,卡米尔·狄拉玛,吕克·贝松,保罗·沃克, 法国 / 加拿大, 英语 / 汉语普通话, 玩命特区(台) / 暴力禁区(港) / 公寓追凶 / District B13,"['剧情', '动作', '犯罪']",100,2014.0,故事发生在美国底特律，不断升高的犯罪率和持续扩大的犯罪势力让警方苦不堪言，为了控制这些“不稳定的因素”，警方划出了“红砖特区”，用以隔离罪犯和平民。在特区之中，以毒枭特里梅因（罗伯特·菲茨杰拉德·迪格斯 RZA 饰）为首的犯罪集团掌控着大部分的资源和权利，构筑了一种岌岌可危的微妙平衡。
2658,https://movie.douban.com/subject/30299332/,歌舞伎町夏洛克 歌舞伎町シャーロック,6.7,2527.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2562939922.jpg,吉村爱,岸本卓,小西克幸, 日本, 日语, 歌舞伎町のやつ,"['剧情', '动画', '犯罪']", 24分钟,2019.0,新宿区东侧……极尽混沌的街区中心，是霓虹闪烁的歌舞伎町。光线愈强则暗影愈浓，在恶人潜伏着的黑暗更深处，侦探长屋的灯光长明。哈德森夫人所经营的这间长屋，聚集着各种古怪之人。野心满满的洁癖侦探、迷惑男人的姐妹侦探、落魄刑警大叔侦探、被黑道驱逐的不良侦探……而其中的压轴人物，是酷爱落语的天才侦探夏洛克·福尔摩斯。开膛手杰克引发猎奇杀人的那一夜，舞台拉开了序幕。侦探之间的互相欺骗为纬，夏洛克、华生、莫里亚蒂三方牵制的友情为经……神秘？或是喜剧？无法判别的戏剧就此开演～。
2661,https://movie.douban.com/subject/26974339/,逆转重生 リバース,7.4,11017.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2455659497.jpg,冢原亚由子,奥寺佐渡子,藤原龙也, 日本, 日语, 反转 / Reverse,"['剧情', '悬疑', '犯罪']", 45分钟,2017.0,该剧根据人气推理小说家凑佳苗的同名小说改编。藤原龙也饰演一名从知名大学毕业，过着普通人生的32岁工薪族·深濑。户田惠梨香饰演深濑的恋人·美穂子，两人在一间咖啡专卖店相遇相恋。
2664,https://movie.douban.com/subject/2028650/,大战外星人 Monsters vs. Aliens,6.9,27893.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2204397540.jpg,罗伯·莱特曼,玛雅·福布斯,瑞茜·威瑟斯彭, 美国, 英语, 怪兽大战外星人 / 异形战魔怪 / 天煞撞正怪怪兽,"['喜剧', '动作', '科幻', '动画', '家庭', '冒险']",94,2009.0,住在加州某小镇的美丽女孩苏珊·墨菲（瑞茜·威瑟斯彭 Reese Witherspoon 配音）即将和他深爱的男友德里克·迪尔特（保罗·路德 Paul Rudd 配音）走入婚姻的殿堂。可就在这关键时刻，她先是被一颗陨石砸到脑袋，继而全身发光变成一个身形高大头发雪白的巨人。她的变化吓跑了亲朋好友，随后一群全副武装的神秘之人将其抓获并囚禁起来。苏珊被军方带到52区的秘密基地，与来自地球各个角落的怪物们称为科学家们研究的对象。
