,link,moviename,vote_average,vote_count,img,director,scriptwriter,actors,place,language,secName,types,long,years,overview
1946,https://movie.douban.com/subject/4062922/,72家租客,6.6,72168.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p936338641.jpg,曾志伟,叶念琛,张学友, 中国香港, 粤语, 72家房客 / 七十二家租客 / 72 Tenants of Prosperity,['喜剧'],99,2010.0,香港旺角的西洋菜街，商铺林立，游人络绎不绝。哈公（曾志伟 饰）和石坚（张学友 饰）的手机店隔街相望，两家为抢生意各出奇招，互不相让。其实二人多年前本为好友，当年二人智斗包租婆的故事至今仍传为佳话，结果最后却为争小桃红（袁咏仪 饰）反目成仇。如今，已为哈嫂的小桃红和哈公相亲相爱，但在心底对曾经的好朋友石坚也仍关爱有加。两家的儿女们私下也有所往来，并逐渐互生好感。大业主租金要翻三倍，商户们为此伤透脑筋。频频有神秘人从高处扔硫酸水，生活在小街的人们陷入恐慌。为了维护生存的权益，为了还西洋菜街以安宁，商户们决定团结一致，共同捍为自己的家园……
1947,https://movie.douban.com/subject/2332977/,守护甜心! しゅごキャラ!,7.9,9289.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2496732082.jpg,安田贤司,島田満,伊藤加奈惠, 日本, 日语 / 英语, 守护甜心,"['喜剧', '爱情', '动画', '家庭', '奇幻']", 24分钟,2007.0,故事发生在圣夜学院中，亚梦（伊藤加奈惠 配音）是校园里有名的“刺头”，因为她不仅外表凶狠凌厉，有时说话还十分毒舌。然而，这却并非真实的亚梦。亚梦其实十分胆小害羞，她不过是用强硬的外在作为伪装，将其变成能够自我保护的堡垒罢了。
1948,https://movie.douban.com/subject/26726597/,疯狂父母 Mom and Dad,5.4,3713.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2509996043.jpg,布莱恩·泰勒,布莱恩·泰勒,尼古拉斯·凯奇, 美国, 英语, 爸妈也疯狂(台) / 爸爸妈妈,"['惊悚', '恐怖']",83,2017.0,一对父母出于未知原因，突然对自己的孩子变得极其暴力，在这疯狂的24小时里，年轻的女孩和弟弟必须独自求生…
1949,https://movie.douban.com/subject/3036465/,爱在记忆消逝前 The Leisure Seeker,8.2,32481.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2513341534.jpg,保罗·维尔齐,弗朗西斯·皮克罗,海伦·米伦, 意大利 / 法国, 英语, 人生无限露营车(台) / 爱在记忆消失前 / 浮生偷闲 / 求闲者 / Ella & John - The Leisure Seeker,"['喜剧', '爱情', '冒险']",112,2018.0,该片改编自Michael Zadoorian的同名小说，讲述了一对患重病的老夫妻开着老旧的房车从马塞诸塞州出发前往海明威的故居，在旅途中回顾人生的故事。
1950,https://movie.douban.com/subject/2058751/,"凯撒万岁 Hail, Caesar!",6.4,12967.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2306316825.jpg,伊桑·科恩,伊桑·科恩,乔什·布洛林, 英国 / 美国, 英语, 凯萨万岁(台) / 万千星辉绑架案(港) / 致敬恺撒,"['喜剧', '悬疑', '歌舞']",106,2016.0,大片厂的危机公关高手艾迪（乔什·布洛林），应付麻烦不断的《凯撒万岁：基督的一生》剧组。酗酒主演贝尔德（乔治·克鲁尼）遭人绑架。导演劳伦斯（拉尔夫·费恩斯）令女星（斯嘉丽·约翰逊）意外怀孕，八卦专栏作家（蒂尔达·斯文顿）虎视眈眈，鲜肉演员查宁·塔图姆和阿尔登·埃伦瑞奇也不是省油的灯。
1953,https://movie.douban.com/subject/25845205/,我是僵尸 第一季 iZombie Season 1,7.3,7365.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2233424948.jpg,罗布·托马斯,罗伯·托马斯,罗丝·麦克莱弗, 美国, 英语, 我是丧尸 / 尸家妙探 / i-殭屍(港),"['剧情', '喜剧', '恐怖', '犯罪']", 23分钟,2015.0,就读于某医学院的奥利维娅·“丽芙”·摩尔（罗丝·麦克莱弗 Rose McIver 饰）学业精进，甜美可人，她原本拥有美好光明的人生，谁知一个反常的决定彻底颠覆了她既定的命运。经不住同侪的劝说，她参加了一个在轮船上举行的狂欢派对。可是派对上一种神秘的药物令所有人变成了嗜血如命的狂暴丧尸。次日一早，奥莉维娅从裹尸袋中坐起，她明明已经死去，如今则以丧尸的身份复活。外貌和气质的巨大转变以及可怕的遭遇令家人手足无措，而身体内对脑子的渴望也让她焦灼不堪。为此奥莉维娅在西雅图验尸官办公室谋得一份职业，从此她有了稳定的食物来源，与此同时她发现自己也顺势拥有了死者的记忆……
1955,https://movie.douban.com/subject/1507151/,游侠 War,6.4,25489.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p858293602.jpg,菲利普·G·阿特威尔,李·安东尼·史密斯,李连杰, 美国 / 加拿大, 英语 / 汉语普通话 / 日语 / 粤语, 玩命对战(台) / 搏·激·战(港) / Rogue Assassin,"['动作', '惊悚', '犯罪']",103,2007.0,故事发生在亚洲黑社会势力强大的美国旧金山。FBI亚裔警探汤姆为了救同事杰克（杰森·斯坦森 饰）击杀了一名黑社会杀手，引来全家的杀身之祸。当杰克来到汤姆的度假小屋时，汤姆一家已经被烧为灰烬。 汤姆一家的惨死成了杰克心中永远无法弥补的遗憾，时时刻刻折磨这他。 事发三年后，杰克在调查各帮派一些核心人物的命案时，发现一个叫罗杰（李连杰 饰）的杀手，他头脑冷静、神出鬼没、枪法精准，表面上拿着中国帮会的钱，背地里为日本帮会服务，却不服从命令放走了中国老大的妻女 随着调查的深入，罗杰的秘密被一一揭开，杰克在震惊的同时，也不得不重新面对当年汤姆一家惨死的真相。
1956,https://movie.douban.com/subject/10744409/,危机边缘 第五季 Fringe Season 5,8.6,8773.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1714263466.jpg,Miguel Sapochnik,J·J·艾布拉姆斯,安娜·托芙, 美国, 英语, F档案 : 第5辑(港) / 迷离档案 第五季,"['剧情', '科幻', '悬疑']", 40分钟,2012.0,Georgina Haig 也是主演之一
1959,https://movie.douban.com/subject/3873960/,我的青春谁做主,7.6,55468.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1600620265.jpg,赵宝刚,高璇,陆毅, 中国大陆, 汉语普通话, 我的青春我做主,"['剧情', '爱情']", 43分钟,2009.0,老北京的杨家三姐妹，早年在时代大潮的推动下分布在祖国各地，她们在当地扎根、结婚、生子，不同环境下成长起来的新一代也各自经历着不同的悲喜人生。向往闯荡世界的钱小样（王珞丹 饰）不顾妈妈阻拦毅然踏上北去的列车，并暂住姥姥家。她顶住母亲的压力，决定在这个陌生的故乡打出自己的一片天空；表姐赵青楚（赵子琪 饰）此前离开上海在北京求学，如愿进入一家律师事务所的她面临着来自职场、爱情、家人乃至社会多方的挑战。在英国求学的李霹雳（林园 饰）为给姥爷奔丧回到北京，却不知父母已经悄悄离婚。当得知真相后，她试图阻止父亲的婚事。
1960,https://movie.douban.com/subject/1419416/,喜马拉亚星,5.5,45629.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p486984236.jpg,韦家辉,韦家辉,郑中基, 中国香港, 粤语, 喜玛拉雅星 / Himalaya Singh,"['剧情', '喜剧']",92,2005.0,在喜玛拉雅山长大的亚星（郑中基）练有一身瑜伽好功夫，某日奉父母之命下山参加印度西施家族举办的瑜伽选夫比赛的途中，被恨嫁的大家姐（应采儿）缠住。为了阻止亚星参加比赛，大家姐想出把他变成人见人厌的坏小子的狠招，不想联合三大恶人也没能将亚星改变，不甘心之下，大家姐又找来以坏混世的大胆叔叔（吴镇宇）。
1961,https://movie.douban.com/subject/27079415/,小木乃伊到我家 ミイラの飼い方,8.1,5828.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2511012754.jpg,かおり,三重野瞳,田村睦心, 日本, 日语, 木乃伊的饲养方法 / How to keep a mummy,"['喜剧', '动画']", 24分钟,2018.0,柏木空（田村睦心 配音）是一名平凡的男子高中生，因为父亲是一位冒险家，常常不在家，因此，从很小的时候起柏木空就开始独立生活，变得非常擅长料理家事。这一天，柏木空收到了父亲从埃及寄来的包裹，打开包裹后，一个小小的木乃伊出现在了柏木空的面前，看着这个瑟瑟发抖的迷之生物，柏木空哭笑不得。
1962,https://movie.douban.com/subject/1424633/,盲女72小时 盲女72小時,6.4,8350.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2204658638.jpg,陈荣照,苏文星,叶玉卿, 中国香港, 粤语, 盲女七十二小时 / 3 Days of a Blind Girl / Retribution Sight Unseen,"['剧情', '惊悚']",88,1993.0,阿香（叶玉卿 饰）从美国动完眼疾手术归来，暂时失去视力三天。丈夫Jack（陈友 饰）是心脏科医生，要去澳门开一个重要研讨会，遂留妻子与仆人阿梅独自在家。 阿梅出去买哮喘药时，神秘男子朱森（黄秋生 饰）在后院内借机与阿香搭讪，说自己是Jack的小学同学，天真的阿香于是请他入屋坐。 朱森坐了一会就告辞。天开始下雨，阿香小睡片刻就有人敲门，她以为是阿梅，却不料朱森又折了回来，说是叫不到出租车。 阿香于是让他换上自己丈夫的干净衣服，朱森告诉阿香自己是印刷工，与老婆感情本来很好，却不知为什么从某个日子开始老婆开始不让他碰。气急败坏的他越说越激动，阿香感到害怕，请他离开。惭愧的朱森再次告辞。 盲阿香摸索着到浴室洗澡，却不料朱森正在哪里等着她……
1963,https://movie.douban.com/subject/1467779/,天使之卵 天使のたまご,8.1,4740.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2522038846.jpg,押井守,押井守,根津甚八, 日本, 日语, Angel's Egg / Tenshi no tamago,"['科幻', '动画', '悬疑']",71,1985.0,影片架构在一个充满阴影和灰暗色彩的超现实主义世界中，剧情的主角是两个没有提及名字的少年（根津甚八 配音）与少女（兵藤真子 配音）。少女随身带着一颗神秘的蛋，她花许多的时间在某个歌德式的死城里搜集各式瓶子与手工艺品。身上背着一把十字型武器的少年在某天也随着一种神秘的机械来到这个城镇。同时，巨大腔棘鱼的身影在城镇上方出现，城市里的人也成群的活过来开始用长枪猎捕这些鱼群。在少女如巨穴般的瓶子中，就像个庇护所一般，里面收藏着蒐藏品。少年等少女入睡后将那颗神秘的蛋打破。少女表现得很生气并紧跟着已经离开的少年。最后少女沉入了溪谷中死去，她口中吐出来的气泡最后都化作了一颗颗的蛋。
1964,https://movie.douban.com/subject/26627736/,边境杀手2：边境战士 Sicario: Day of the Soldado,6.7,27128.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2520296878.jpg,斯特法诺·索利马,泰勒·谢里丹,本尼西奥·德尔·托罗, 美国 / 意大利, 英语 / 西班牙语, 怒火边界2：毒刑者(台) / 毒裁者2：无法无天(港) / 边境杀手2：战士 / 边境杀手2：兵凶战危 / 边境杀手2：并肩作战,"['剧情', '动作', '犯罪']",122,2018.0,在第一部《边境杀手》电影事件发生三年后，这部续集在德克萨斯州的美墨边境附近开幕。随着一名恐怖分子试图通过卡特尔贩毒集团从墨西哥偷渡到美国失败后自爆和之后在堪萨斯城发生的自杀式炸弹袭击，美墨边境的毒品战争升级，联邦特工马特·格拉弗（乔什·布洛林饰）与善变的亚历杭德罗（本尼西奥·德尔·托罗饰 ）重新开始了合作。
1965,https://movie.douban.com/subject/30433417/,虚构推理 虚構推理,7.7,11837.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2558792910.jpg,后藤圭二,高木登,鬼头明里, 日本, 日语, Invented Inference,"['剧情', '动画', '悬疑']", 25分钟,2020.0,深夜，挥舞巨大钢筋袭击人类的亡灵“钢人七濑”。是单纯的都市传说，还是真正的亡灵？给予妖魔鬼怪们智慧的巫女——岩永琴子，与之正面抗衡。为了消灭由人类想象力创造的恐怖妖怪，为了对抗虚构，琴子设下了由虚构组成的重重机关。
1966,https://movie.douban.com/subject/2216966/,爱你长久 Il y a longtemps que je t'aime,8.2,14016.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p459545990.jpg,菲利浦·克洛代尔,菲利浦·克洛代尔,克里斯汀·斯科特·托马斯, 法国 / 德国, 法语, 我一直深爱着你 / 爱你终长久 / 别问爱是谁 / 爱你已久 / I've Loved You So Long,"['剧情', '悬疑']",117,2008.0,朱丽叶特（Kristin Scott Thomas 饰）亲手杀死了自己只有6岁的儿子，她被判入狱15年，期间丈夫与之离婚，父母和她断绝关系，只有小妹妹莉偷偷思念着疼爱自己的姐姐。
1967,https://movie.douban.com/subject/26345138/,京剧猫（上）,9.2,1294.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2378526350.jpg,彭擎政,唐方园,罗玉婷, 中国大陆, 汉语普通话 / 英语, Beijing Opera Cats,"['动画', '儿童', '奇幻', '冒险']", 22分钟,2015.0,猫土，本是一片猫的乐园，自从被邪恶势力统治后，混沌遮天蔽日，魔物肆虐横行。只有拥有韵力的“京剧猫”才能带领众生打倒邪恶的首领解救猫土！
1970,https://movie.douban.com/subject/1307862/,与龙共舞 與龍共舞,7.2,13233.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2167122954.jpg,王晶,王晶,刘德华, 中国香港, 粤语, Dances with the Dragon / Dance with the Dragon,"['剧情', '喜剧', '爱情']",108,1991.0,龙家俊（刘德华饰）出身大富之家，事业有成，不仅是公司的董事长，还拥有数亿身价。只是感情方面一片空白，面对表妹（翁虹饰）的迷恋无动于衷，却对一个偶然在路上看到的女子月光（张敏饰）动了心。
1972,https://movie.douban.com/subject/1291872/,苔丝 Tess,8.1,23343.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1758842078.jpg,罗曼·波兰斯基,热拉尔·布拉什,娜塔莎·金斯基, 法国 / 英国, 英语, 黛丝姑娘,"['剧情', '爱情']",184,1979.0,苔丝（娜塔莎·金斯基 Nastassja Kinski 饰）出生于英国乡村的一个小农家庭，一天她的父亲听说自家是古老贵族德伯维尔的后裔。这个传闻，让苔丝的一生发生了剧变。因为有一个姓德伯维尔的有钱人家就住在不远，父母让苔丝前去攀亲。
1973,https://movie.douban.com/subject/34854828/,世界奇妙物语 2019秋之特别篇 世にも奇妙な物語’19秋の特別編,6.8,3812.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2571319289.jpg,植田泰史,山冈润平,室毅, 日本, 日语, 世界奇妙物语 2019年秋季特别篇,"['剧情', '悬疑', '惊悚', '恐怖']",130,2019.0,《世界奇妙物语 2019秋之特别篇》将于2019年11月9日（周六）晚播出。本次的特别篇由5个故事组成。
1975,https://movie.douban.com/subject/3249685/,恶魔人 诞生篇 デビルマン 誕生編,7.9,629.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2510296000.jpg,饭田马之介,永井豪,速水奨, 日本, 日语, Devilman: Tanjou Hen,"['动画', '恐怖', '奇幻']",51,1987.0,ある日、親友の飛鳥了の屋敷に招かれたナイーブな少年・不動明。了がそこで明に語ったのは、地球には悪魔（デーモン）と呼ばれる先住生物が実在し、彼らによる侵略が、今まさに始まろうとしているという警告だった。明はデーモンを倒すためにデーモンと合体し、悪魔の力を手に入れた人間“デビルマン”として生きる決心をする。
1977,https://movie.douban.com/subject/24751765/,喜羊羊与灰太狼之飞马奇遇记,5.3,19921.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2165380463.jpg,简耀宗,王舒,祖晴, 中国大陆, 汉语普通话 / 粤语, 喜羊羊与灰太狼6 / 喜羊羊与灰太狼大电影6飞马奇遇记 / Meet the Pegasus,"['喜剧', '动画', '家庭', '奇幻', '冒险']",83,2014.0,在经典的童话故事里，如梦如幻、色彩斑斓的天马之城，英俊的飞马王子（郑恺 配音）即将迎娶美丽的蓝马公主（白百合 配音），谁知婚礼现场却被抢婚的小矮马（刘红韵 配音）所破坏。飞马王子在追逐小矮马的时候遭遇意外，坠落到了青青草原。与此同时，草原上这个经典童话的结局也发生了改变。为了让痛哭流涕的大人们重新振作起来，也为了帮助飞马王子找回真爱，喜羊羊、美羊羊、懒洋洋、暖洋洋、沸羊羊以及小灰灰拿到了村长发明的飞行套装。在那个皓月当空的美丽夜晚，他们与王子一同飞上天空。在此之后，灰太狼和红太狼也紧随其后出发。
1978,https://movie.douban.com/subject/1481066/,我们的勇气 未满都市 ぼくらの勇気 未滿都市,8.7,2916.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2545672677.jpg,堤幸彦,小原信治,堂本刚, 日本, 日语, 我們的勇氣 / 未满都市,"['剧情', '科幻']", 40分钟,1997.0,幕原因为发生了重大地震而遭到了封锁，这让名叫大和（堂本光一 饰）的男子感到十分担心，因为他的好友贵一（小原裕贵 饰）就住在幕原，友谊的驱使之下，大和毅然踏上了寻友之路，在路上，大和结识了同样要到幕原的同伴猛（堂本刚 饰）。
1979,https://movie.douban.com/subject/26935296/,花椒之味,7.2,30341.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2567382116.jpg,麦曦茵,麦曦茵,郑秀文, 中国香港 / 中国大陆, 汉语普通话 / 粤语, 心灵火锅 / 我的爱如此麻辣 / Fagara,"['剧情', '家庭']",118,2019.0,夏如树（郑秀文饰）有一天突然得知父亲（钟镇涛饰）死讯，并由此发现原来自己在台北、重庆两地各有一个同父异母的妹妹如枝（赖雅妍饰）及如果（李晓峰饰）。来自三个不同地域、性格迥异的三姐妹，在父亲的葬礼上首次碰面，明明陌生却有着血缘的牵绊，同样面对着父母离异的创口与生活的惶惑；如树毅然决定继续经营父亲留下的火锅店，获得重新认识父亲的契机。三姐妹因上一代人的爱恨纠缠，在破碎家庭关系中成长，也因此相遇相知，互相依存，重拾修复关系的勇气，成长创口得以疗愈。
1980,https://movie.douban.com/subject/1300317/,烈火战车2：极速传说 烈火戰車2極速傳說,6.5,6038.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2354868018.jpg,刘伟强,文隽,郑伊健, 中国香港, 粤语, The Legend of Speed,"['动作', '惊悚']",109,1999.0,生性高傲的Sky（郑伊健 饰）仗着母亲与继父的不俗地位到处闯祸。一直以来他都热爱赛车。在他眼里就只有自己的女友阿希（林熙蕾 饰）和两位好友趴地熊（谭耀文 饰）、谢贤（林晓峰 饰）。Sky与丧偈（陈豪 饰）结怨，丧偈的哥哥（任达华 饰）是一代车神，来挑战Sky，比赛中不堪落后的Sky失手翻车，女友当场死去。Sky强忍失去爱人的痛楚，逃到外地躲过仇人的追杀，到泰国寻找自己的亲生父亲（柯受良 饰），当年父亲车神的风采不再，令他相当失望。幸得一直暗恋他的凉子（张栢芝 饰）在旁鼓励照顾，但趴地熊的死去，彻底让他改变了。
1981,https://movie.douban.com/subject/25824009/,脑残粉 Fan,6.7,5530.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2393776153.jpg,玛尼什·莎玛,哈比卜·费萨尔,沙鲁克·汗, 印度, 印地语, 粉丝 / 疯狂粉丝,"['剧情', '动作', '悬疑', '惊悚']",142,2016.0,高瑞夫（沙鲁克·汗 Shahrukh Khan 饰）经营着一家网吧，是一个看上去非常普通的男人。可实际上，他是著名影星阿利安（沙鲁克·汗 Shahrukh Khan 饰）的超级粉丝。从很小的时候起，他就被这个银幕上的大英雄深深的吸引着，让高瑞夫没有想到的是，随着年龄的增长，自己的样貌竟然和阿利安越来越相似，甚至相似到了会有人把他们认错的地步。
1982,https://movie.douban.com/subject/1458909/,哆啦A梦：大雄与机器人王国 ドラえもん のび太とロボット王国,8.2,3519.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2520702937.jpg,芝山努,藤子·F·不二雄,大山信代, 日本, 日语, Doraemon: Nobita to robotto kingudamu,"['科幻', '动画', '冒险']",81,2002.0,大雄（小原乃梨子 配音）为了拥有跟小夫（肝付兼太 配音）一样的宠物机器狗，擅自从哆啦A梦（大山信代 配音）的空间袋订了很多机器人。没想到却将另一个星球的波克（桑岛法子 配音）也牵连进来。由于波克严重受损，只有把他带回去他原来的世界，才能得救。于是大雄一行人决定护送这个孩子回去，后来他们遇到了机器人医生查贝克博士（穂积隆信 配音）。原来这个机器王国本来是人类跟机器人和平共处的世界，但是在艾德姆国王因拯救机器人，而身亡后，继位的珍娜女王（新山千春 配音）由于打击过大，于是把机器人当做奴隶并把他们变成只听从人类的忠实道具来使唤。这主要也是因为珍娜女王听信邪恶司令官铁斯塔（森山周一郎 配音）的话，下令改造机器人。铁斯塔一开始就打算利用珍娜，目的是要夺取这个国家。在大雄等人的协助下，人类与机器人在机器王国能回到过去的和平吗……
1984,https://movie.douban.com/subject/34815926/,灿实也多福 찬실이는 복도 많지,6.4,121.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2584102184.jpg,Cho-hee KIM,Cho-hee KIM,Mal-Geum Kang, 韩国, 韩语, 冷室里有很多走廊 / Lucky Chan-sil,"['剧情', '爱情']",96,2019.0,没有男人也没有家的导演李灿实在糟糕演员苏菲的家里做着保姆的工作。
1986,https://movie.douban.com/subject/30329088/,黄金有罪,7.1,3179.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2578793050.jpg,王心慰,郑成武,张兆辉, 中国香港, 粤语, Of Greed And Ants,['悬疑'], 43分钟,2020.0,1970年代，香港经济起飞，股票市场就是贪婪的战场。泰国华侨荣木桐（张兆辉饰），因父亲的悲惨遭遇，人生观彻底扭转。他由泰国潜逃香港，认识到股票市场的力量，立志成为操控者。草根正直的钱永进（萧正楠饰）与好友庄带喜（洪永城饰）、陆小虎（何远东饰），三个各有理想的年轻人，没想到被股坛风浪冲击得遍体鳞伤……永进家住进三母女，姊妹水敏晶（姚子羚饰）与水敏婷（陈滢饰）性格南辕北辙，同样等候一个可改变命运的机会。木桐成功攀附富豪唐昊峰（黄智贤饰），逐步实现人生大计，永进等人同时被牵引，命运从此改写……
1987,https://movie.douban.com/subject/2158160/,富豪刑事,6.9,5903.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2497603998.jpg,長江俊和,莳田光治,深田恭子, 日本, 日语, 富豪刑警 / Fugon Keiji,"['剧情', '喜剧', '悬疑']", 49分钟,2005.0,你见过乘坐私人飞机上班的警察么？这里就有一个。富可敌国的大财团的孙女神户美和子（深田恭子 饰）志向是成为一名警察。而她的爷爷当年发家时曾用过不当的手段致富，因此对于美和子想成为警察的想法表示很赞同。因此，美和子顺利成为了一名警察。
1988,https://movie.douban.com/subject/1358386/,预言 予言,6.7,6587.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p990829173.jpg,鹤田法男,高木登,堀北真希, 日本, 日语, Yogen,['恐怖'],95,2004.0,适逢假期，高中教师里见英树（三上博史 饰）驾车带着妻子绫香（酒井法子 饰）和女儿奈奈去岳母家度假。快乐的假期很快结束，返程途中，他们的汽车出现故障。英树在电话亭打电话求助时，发现一张神秘的报纸碎片，上面竟然清晰写着女儿死亡的消息。正当他惶恐诧异之时，一辆失控的卡车撞向他们的汽车并引发爆炸，奈奈果然如报纸所写的那样葬身火海。
1989,https://movie.douban.com/subject/4727460/,好想告诉你 君に届け,6.9,40833.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p666945712.jpg,熊泽尚人,根津理香,多部未华子, 日本, 日语, 好想告诉你 电影版 / 只想告诉你 / Kimi ni todoke,"['剧情', '爱情']",128,2010.0,高中女孩黑泽爽子（多部未华子 饰）纯真善良，乐于助人，她就像神话中的座敷童子一般坚持日行一善。可是童年时代流行的《午夜凶铃》却成为爽子多年的梦魇，由于留着一头乌黑靓丽的头发，以及不善与人交往的性格，爽子被人误解为有着阴森气质的贞子。所有人都躲着她走，只有一个人是例外，那就是爽朗帅气的同班同学风早翔太（三浦春马 饰）。在风早的感召下，同班同学渐渐接受了内向的爽子，她也结交到绫音、千鹤两名好朋友。青春的男女，彼此间充满了暧昧和别扭，何况爽子这样一个不谙世事的女孩子。虽然和翔太互有好感，可是她始终不知该如何回应对方的热情。复杂的情感在心中如杂草般蔓延……
1990,https://movie.douban.com/subject/3014399/,死亡占卜 Ouija,5.4,3982.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2191628035.jpg,斯蒂尔斯·怀特,亚当·霍罗威茨,奥利维亚·库克, 美国, 英语, 死亡占卜(港） / 美版通灵 / 通灵,"['动作', '惊悚', '恐怖', '冒险']",89,2014.0,莱妮（奥利维亚·库克 Olivia Cooke 饰）和黛比（雪莱·亨尼格 Shelley Hennig 饰）是一对从小玩到大的好朋友，谁知在某个毫无征兆的夜晚，黛比突然上吊自杀，这起变故给了莱妮极其沉痛的打击。她决然不相信好友会选择如此残酷的方式离开，在多方调查问询无果后，莱妮召集了妹妹萨拉（安娜·科托 Ana Coto 饰）以及伊莎贝尔（比安卡·A·桑托斯 Bianca A. Santos 饰）、特里弗（达伦·卡加索夫 Daren Kagasoff 饰）、皮特（道格拉斯·史密斯 Douglas Smith 饰）等好友，用她和黛比小时候最常玩的通灵板，试图召唤黛比问清死因。
1992,https://movie.douban.com/subject/1308599/,21克 21 Grams,7.8,46169.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p523110913.jpg,亚利桑德罗·冈萨雷斯·伊纳里图,吉列尔莫·阿里亚加,西恩·潘, 美国, 英语, 灵魂的重量 / 21克：生命可以有多重？ / 灵魂21克,"['剧情', '惊悚', '犯罪']",124,2003.0,保罗（西恩•潘 饰），一位大学数学教授，患有严重的心脏病，生命垂危，幸运的是，成功的心脏移植手术使他死里逃生，可是，他和妻子的关系并没有因此而重获新生。
1994,https://movie.douban.com/subject/1300945/,云中漫步 A Walk in the Clouds,7.8,64492.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p575591684.jpg,阿方索·阿雷奥,Robert Mark Kamen,基努·里维斯, 美国 / 墨西哥, 英语, 真爱的风采 / 漫步在云端,"['剧情', '爱情']",102,1995.0,二战结束后，思乡心切的大批美军士兵踏上旧金山港即投进久候的亲人的怀抱，但保罗•萨顿（基努•里维斯）久等仍不见其妻子的踪影，夕阳西沉时，他拖着孤单落寞的身躯走回家中，发现妻子早已改变，她的眼里只剩金钱不再有他。
1996,https://movie.douban.com/subject/3262045/,伞学院 第一季 The Umbrella Academy Season 1,6.8,10915.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2542089115.jpg,彼得·霍尔,史蒂夫·布莱克曼,艾伦·佩吉, 美国, 英语, 雨伞学院,"['动作', '犯罪', '奇幻']", 60分钟,2019.0,在 1989 年的同一天，四十三个婴儿莫名降生，而这些随机成为母亲的女性之前未有任何怀孕迹象，亦无任何关联。其中七个孩子由亿万富翁实业家雷金纳德·哈格里夫斯爵士收养，他创建了伞学院，并培养自己的“孩子”来拯救世界。但事情并未按计划进行。在他们的少年时代，这个家庭分裂了，团队也解散了。时至今日，六位幸存的成员已经三十几岁，他们因为哈格里夫斯去世的消息而重聚。卢瑟、迭戈、艾莉森、克劳斯、万尼亚和五号共同破解父亲神秘死亡的谜团。但由于个性和能力各异，这个关系疏远的家庭再一次濒临破裂，更不要说末日将至的威胁了。
1997,https://movie.douban.com/subject/27088750/,我身体里的那个家伙 내안의 그놈,7.3,51160.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2540444795.jpg,姜孝镇,申汉率,郑振永, 韩国, 韩语, 大佬上错身(港) / 我里面的那家伙(台) / Inside Me / The Dude in Me,"['剧情', '喜剧']",122,2019.0,电影讲述从屋顶掉落的被霸凌的高中生和精英黑社会成员身体互换而发生的故事，朴成雄将饰演黑社会成员。
